<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.08.02	07:45:00	1773.54	1773.91	1772.79	1772.92	606	0	0
2022.08.02	08:00:00	1772.90	1773.73	1772.46	1773.22	739	0	5
2022.08.02	08:15:00	1773.26	1774.58	1772.92	1774.51	742	0	8
2022.08.02	08:30:00	1774.51	1774.52	1772.48	1772.49	854	0	3
2022.08.02	08:45:00	1772.48	1772.64	1771.42	1772.48	833	0	1
2022.08.02	09:00:00	1772.52	1773.56	1771.76	1773.48	1101	0	0
2022.08.02	09:15:00	1773.48	1774.74	1772.80	1774.10	1226	0	3
2022.08.02	09:30:00	1774.05	1776.14	1772.79	1775.70	1129	0	1
2022.08.02	09:45:00	1775.71	1775.80	1774.18	1774.53	1047	0	0
2022.08.02	10:00:00	1774.42	1775.09	1772.52	1773.47	1447	0	0
2022.08.02	10:15:00	1773.46	1773.58	1771.10	1772.50	1209	0	0
2022.08.02	10:30:00	1772.51	1773.07	1768.86	1771.70	1449	0	0
2022.08.02	10:45:00	1771.74	1772.96	1771.36	1772.23	1055	0	0
2022.08.02	11:00:00	1772.20	1772.70	1770.67	1771.14	1100	0	1
2022.08.02	11:15:00	1771.16	1773.32	1770.44	1771.04	1171	0	0
2022.08.02	11:30:00	1771.17	1771.86	1770.76	1771.69	1115	0	0
2022.08.02	11:45:00	1771.66	1774.28	1771.64	1773.40	1071	0	2
2022.08.02	12:00:00	1773.40	1774.64	1772.78	1773.56	1005	0	1
2022.08.02	12:15:00	1773.54	1774.26	1773.06	1773.40	903	0	0
2022.08.02	12:30:00	1773.38	1774.62	1772.59	1774.62	865	0	1
2022.08.02	12:45:00	1774.62	1775.12	1773.74	1774.64	949	0	2
2022.08.02	13:00:00	1774.65	1776.16	1773.44	1774.20	930	0	4
2022.08.02	13:15:00	1774.20	1776.42	1774.20	1775.62	942	0	0
2022.08.02	13:30:00	1775.62	1775.78	1774.80	1775.08	789	0	0
2022.08.02	13:45:00	1775.11	1775.15	1773.60	1773.72	1010	0	0
2022.08.02	14:00:00	1773.72	1777.48	1773.48	1776.90	1054	0	2
2022.08.02	14:15:00	1776.91	1779.80	1776.66	1779.60	1251	0	0
2022.08.02	14:30:00	1779.61	1779.62	1777.80	1779.15	1010	0	1
2022.08.02	14:45:00	1779.12	1779.79	1778.00	1778.62	1152	0	1
2022.08.02	15:00:00	1778.62	1780.00	1778.38	1779.18	1276	0	0
2022.08.02	15:15:00	1779.43	1785.90	1777.98	1785.18	2079	0	0
2022.08.02	15:30:00	1785.35	1788.09	1784.98	1785.41	1853	0	0
2022.08.02	15:45:00	1785.42	1786.62	1784.32	1785.04	1467	0	0
2022.08.02	16:00:00	1785.11	1785.63	1781.81	1784.02	2084	0	0
2022.08.02	16:15:00	1784.02	1785.43	1775.74	1778.06	2257	0	0
2022.08.02	16:30:00	1777.98	1782.86	1777.86	1780.04	2469	0	0
2022.08.02	16:45:00	1780.06	1780.59	1774.64	1780.45	2635	0	0
2022.08.02	17:00:00	1780.47	1785.46	1779.80	1783.22	2570	0	0
2022.08.02	17:15:00	1783.30	1786.07	1783.15	1785.59	2290	0	0
2022.08.02	17:30:00	1785.61	1786.16	1777.64	1780.34	2366	0	0
2022.08.02	17:45:00	1780.32	1781.33	1775.88	1776.80	2316	0	0
2022.08.02	18:00:00	1776.85	1778.85	1775.50	1776.90	2048	0	0
2022.08.02	18:15:00	1776.90	1779.90	1776.84	1779.54	1810	0	5
2022.08.02	18:30:00	1779.54	1782.16	1779.05	1780.66	1710	0	0
2022.08.02	18:45:00	1780.65	1781.18	1777.16	1778.01	1711	0	0
2022.08.02	19:00:00	1778.05	1778.44	1774.80	1775.30	1703	0	0
2022.08.02	19:15:00	1775.34	1777.30	1774.59	1776.36	1498	0	1
2022.08.02	19:30:00	1776.36	1776.36	1773.26	1775.78	1421	0	0
2022.08.02	19:45:00	1775.78	1776.66	1775.04	1776.22	984	0	0
2022.08.02	20:00:00	1776.11	1777.16	1775.65	1775.78	1015	0	0
2022.08.02	20:15:00	1775.81	1775.90	1772.82	1773.80	1241	0	0
2022.08.02	20:30:00	1773.87	1773.87	1771.20	1772.68	1548	0	1
2022.08.02	20:45:00	1772.72	1772.72	1770.18	1770.34	1433	0	0
2022.08.02	21:00:00	1770.43	1770.43	1767.20	1768.02	1505	0	5
2022.08.02	21:15:00	1768.08	1768.60	1766.56	1768.33	1316	0	0
2022.08.02	21:30:00	1768.33	1768.40	1766.42	1766.98	1049	0	3
2022.08.02	21:45:00	1766.98	1767.61	1765.45	1766.36	1049	0	1
2022.08.02	22:00:00	1766.35	1767.45	1765.20	1765.46	1061	0	0
2022.08.02	22:15:00	1765.46	1766.17	1763.44	1763.63	1153	0	1
2022.08.02	22:30:00	1763.64	1763.74	1762.13	1762.33	1325	0	3
2022.08.02	22:45:00	1762.30	1762.75	1760.50	1760.63	1370	0	9
2022.08.02	23:00:00	1760.66	1762.90	1760.58	1762.90	650	0	5
2022.08.02	23:15:00	1762.85	1763.28	1762.00	1763.28	530	0	11
2022.08.02	23:30:00	1763.24	1763.58	1762.02	1763.50	536	0	11
2022.08.02	23:45:00	1763.49	1763.72	1760.76	1761.04	566	0	11
2022.08.03	01:00:00	1761.28	1761.97	1759.58	1760.70	284	0	2
2022.08.03	01:15:00	1760.71	1760.88	1756.12	1758.00	403	0	15
2022.08.03	01:30:00	1758.00	1760.27	1758.00	1760.27	270	0	11
2022.08.03	01:45:00	1760.27	1760.27	1759.48	1759.76	276	0	11
2022.08.03	02:00:00	1759.72	1759.82	1757.94	1758.15	435	0	11
2022.08.03	02:15:00	1758.15	1758.86	1757.21	1757.64	502	0	11
2022.08.03	02:30:00	1757.64	1758.52	1756.76	1756.78	446	0	11
2022.08.03	02:45:00	1756.81	1757.09	1755.04	1756.70	473	0	3
2022.08.03	03:00:00	1756.68	1759.64	1756.66	1758.30	766	0	3
2022.08.03	03:15:00	1758.30	1758.90	1755.78	1756.50	1012	0	3
2022.08.03	03:30:00	1756.52	1757.44	1755.94	1756.68	860	0	8
2022.08.03	03:45:00	1756.68	1757.51	1756.22	1756.75	702	0	4
2022.08.03	04:00:00	1756.68	1761.29	1755.55	1760.98	1507	0	1
2022.08.03	04:15:00	1761.02	1763.68	1760.18	1763.38	1266	0	0
2022.08.03	04:30:00	1763.41	1763.41	1761.14	1762.65	1149	0	5
2022.08.03	04:45:00	1762.65	1764.99	1762.34	1764.78	1185	0	9
2022.08.03	05:00:00	1764.81	1767.14	1764.66	1766.05	939	0	1
2022.08.03	05:15:00	1766.06	1766.48	1764.58	1765.24	801	0	3
2022.08.03	05:30:00	1765.22	1765.60	1764.36	1765.40	764	0	6
2022.08.03	05:45:00	1765.40	1765.46	1763.75	1765.38	947	0	3
2022.08.03	06:00:00	1765.38	1767.58	1765.28	1767.50	709	0	3
2022.08.03	06:15:00	1767.48	1768.70	1767.24	1768.00	840	0	1
2022.08.03	06:30:00	1767.98	1768.45	1767.31	1767.52	544	0	2
2022.08.03	06:45:00	1767.52	1769.39	1767.52	1768.92	628	0	2
2022.08.03	07:00:00	1768.91	1769.93	1768.10	1769.34	959	0	5
2022.08.03	07:15:00	1769.38	1769.72	1768.24	1769.43	572	0	5
2022.08.03	07:30:00	1769.43	1769.76	1767.88	1769.37	572	0	1
2022.08.03	07:45:00	1769.37	1769.60	1768.32	1768.88	541	0	3
2022.08.03	08:00:00	1768.88	1769.38	1767.61	1768.04	671	0	2
2022.08.03	08:15:00	1768.04	1768.14	1767.09	1767.75	575	0	0
2022.08.03	08:30:00	1767.64	1770.19	1767.26	1769.54	1027	0	1
2022.08.03	08:45:00	1769.54	1770.66	1768.96	1769.60	849	0	5
2022.08.03	09:00:00	1769.56	1769.56	1767.32	1767.76	1098	0	4
2022.08.03	09:15:00	1767.79	1769.22	1767.64	1768.81	882	0	1
2022.08.03	09:30:00	1768.91	1768.95	1766.93	1767.28	934	0	2
2022.08.03	09:45:00	1767.28	1768.88	1767.28	1767.82	835	0	0
2022.08.03	10:00:00	1767.93	1769.76	1765.14	1767.19	1212	0	0
2022.08.03	10:15:00	1767.36	1767.64	1765.82	1766.25	1309	0	1
2022.08.03	10:30:00	1766.29	1768.35	1765.82	1767.90	1185	0	4
2022.08.03	10:45:00	1767.89	1768.29	1765.78	1766.16	1003	0	0
2022.08.03	11:00:00	1766.28	1768.38	1766.00	1767.45	1045	0	3
2022.08.03	11:15:00	1767.39	1767.73	1766.50	1767.11	982	0	0
2022.08.03	11:30:00	1767.11	1767.22	1764.10	1764.97	1038	0	2
2022.08.03	11:45:00	1764.98	1765.94	1764.48	1765.14	824	0	1
2022.08.03	12:00:00	1765.13	1766.72	1764.90	1766.60	844	0	0
2022.08.03	12:15:00	1766.60	1766.84	1765.52	1766.46	783	0	0
2022.08.03	12:30:00	1766.46	1766.72	1764.91	1766.09	899	0	0
2022.08.03	12:45:00	1766.04	1766.22	1765.00	1765.81	687	0	0
2022.08.03	13:00:00	1765.82	1766.40	1764.48	1764.49	800	0	0
2022.08.03	13:15:00	1764.54	1764.96	1760.20	1761.22	1410	0	0
2022.08.03	13:30:00	1761.24	1762.70	1760.86	1760.92	933	0	0
2022.08.03	13:45:00	1760.94	1763.48	1760.86	1763.32	918	0	0
2022.08.03	14:00:00	1763.32	1765.13	1763.20	1764.63	920	0	0
2022.08.03	14:15:00	1764.61	1767.25	1764.48	1766.78	884	0	0
2022.08.03	14:30:00	1766.76	1767.34	1764.47	1764.92	1174	0	0
2022.08.03	14:45:00	1764.93	1766.03	1763.70	1765.50	960	0	0
2022.08.03	15:00:00	1765.50	1766.11	1763.72	1764.58	1197	0	0
2022.08.03	15:15:00	1764.57	1769.38	1762.92	1768.40	1712	0	0
2022.08.03	15:30:00	1768.56	1771.72	1768.35	1771.02	1706	0	0
2022.08.03	15:45:00	1771.08	1772.50	1770.40	1771.94	1391	0	0
2022.08.03	16:00:00	1771.96	1772.80	1769.52	1769.58	1617	0	0
2022.08.03	16:15:00	1769.61	1770.46	1767.76	1768.69	1390	0	0
2022.08.03	16:30:00	1768.64	1769.77	1765.53	1766.34	2091	0	0
2022.08.03	16:45:00	1766.39	1769.40	1764.62	1766.82	1875	0	0
2022.08.03	17:00:00	1764.96	1764.96	1758.11	1758.49	2812	0	0
2022.08.03	17:15:00	1758.44	1759.60	1755.58	1759.52	2479	0	0
2022.08.03	17:30:00	1759.51	1759.85	1756.32	1757.29	2292	0	0
2022.08.03	17:45:00	1757.32	1758.24	1754.30	1757.42	1977	0	0
2022.08.03	18:00:00	1757.46	1758.94	1756.60	1758.14	1694	0	0
2022.08.03	18:15:00	1758.11	1759.94	1757.34	1758.39	1479	0	0
2022.08.03	18:30:00	1758.43	1758.76	1757.11	1757.69	964	0	0
2022.08.03	18:45:00	1757.69	1758.52	1757.23	1758.51	1177	0	0
2022.08.03	19:00:00	1758.50	1760.54	1757.44	1760.04	1275	0	0
2022.08.03	19:15:00	1759.86	1761.52	1759.43	1759.56	1013	0	0
2022.08.03	19:30:00	1759.54	1760.02	1758.71	1759.78	1047	0	0
2022.08.03	19:45:00	1759.70	1759.73	1758.28	1759.42	935	0	0
2022.08.03	20:00:00	1759.46	1760.27	1759.16	1759.62	903	0	0
2022.08.03	20:15:00	1759.60	1760.71	1758.89	1760.64	1079	0	1
2022.08.03	20:30:00	1760.68	1761.59	1760.51	1761.00	875	0	4
2022.08.03	20:45:00	1761.02	1762.39	1761.00	1761.93	702	0	0
2022.08.03	21:00:00	1761.94	1762.62	1761.34	1762.32	650	0	2
2022.08.03	21:15:00	1762.29	1762.85	1762.08	1762.58	710	0	6
2022.08.03	21:30:00	1762.58	1763.54	1760.20	1760.72	720	0	0
2022.08.03	21:45:00	1760.71	1762.65	1760.42	1762.48	779	0	0
2022.08.03	22:00:00	1762.47	1764.50	1762.24	1764.43	811	0	0
2022.08.03	22:15:00	1764.46	1765.62	1764.32	1765.54	721	0	0
2022.08.03	22:30:00	1765.54	1766.14	1764.77	1766.00	730	0	0
2022.08.03	22:45:00	1766.02	1766.26	1765.06	1765.26	770	0	1
2022.08.03	23:00:00	1765.28	1765.78	1764.88	1764.98	530	0	7
2022.08.03	23:15:00	1765.00	1765.57	1764.98	1764.98	295	0	6
2022.08.03	23:30:00	1764.98	1765.38	1764.75	1765.02	239	0	9
2022.08.03	23:45:00	1765.02	1766.10	1764.79	1765.47	308	0	8
2022.08.04	01:00:00	1765.22	1765.81	1763.82	1764.13	145	0	0
2022.08.04	01:15:00	1764.13	1764.66	1763.78	1763.98	161	0	26
2022.08.04	01:30:00	1764.10	1764.33	1763.52	1763.87	174	0	10
2022.08.04	01:45:00	1763.87	1763.87	1763.25	1763.36	126	0	11
2022.08.04	02:00:00	1763.26	1764.66	1763.26	1764.25	287	0	11
2022.08.04	02:15:00	1764.26	1764.38	1763.92	1764.20	269	0	11
2022.08.04	02:30:00	1764.16	1764.62	1764.16	1764.22	168	0	11
2022.08.04	02:45:00	1764.22	1764.28	1763.60	1763.66	235	0	11
2022.08.04	03:00:00	1763.74	1764.83	1763.38	1764.50	632	0	11
2022.08.04	03:15:00	1764.50	1765.02	1764.23	1764.65	329	0	11
2022.08.04	03:30:00	1764.65	1766.68	1764.40	1766.22	375	0	11
2022.08.04	03:45:00	1766.22	1767.54	1765.69	1767.46	561	0	10
2022.08.04	04:00:00	1767.47	1767.56	1766.02	1766.90	1029	0	5
2022.08.04	04:15:00	1766.89	1768.84	1766.89	1768.68	800	0	3
2022.08.04	04:30:00	1768.68	1769.63	1767.98	1769.03	943	0	3
2022.08.04	04:45:00	1769.01	1769.03	1767.33	1768.18	628	0	6
2022.08.04	05:00:00	1768.13	1768.81	1766.96	1767.20	634	0	0
2022.08.04	05:15:00	1767.19	1767.96	1767.08	1767.87	268	0	0
2022.08.04	05:30:00	1767.87	1768.56	1767.26	1768.46	665	0	0
2022.08.04	05:45:00	1768.42	1769.35	1768.03	1769.30	430	0	0
2022.08.04	06:00:00	1769.30	1771.54	1769.25	1770.80	665	0	0
2022.08.04	06:15:00	1770.80	1771.25	1769.96	1770.34	585	0	4
2022.08.04	06:30:00	1770.32	1770.66	1770.00	1770.56	352	0	11
2022.08.04	06:45:00	1770.54	1770.92	1770.34	1770.75	364	0	10
2022.08.04	07:00:00	1770.74	1772.00	1770.70	1771.72	516	0	3
2022.08.04	07:15:00	1771.67	1771.75	1770.57	1770.90	439	0	11
2022.08.04	07:30:00	1770.90	1771.10	1770.20	1770.96	326	0	8
2022.08.04	07:45:00	1770.96	1771.48	1770.75	1770.98	309	0	9
2022.08.04	08:00:00	1770.98	1771.62	1770.56	1771.16	402	0	11
2022.08.04	08:15:00	1771.16	1773.88	1771.10	1773.40	551	0	9
2022.08.04	08:30:00	1773.40	1774.67	1772.14	1772.69	1061	0	9
2022.08.04	08:45:00	1772.66	1772.99	1769.45	1769.94	623	0	10
2022.08.04	09:00:00	1770.07	1770.83	1769.44	1769.58	918	0	4
2022.08.04	09:15:00	1769.63	1770.47	1769.13	1769.56	634	0	1
2022.08.04	09:30:00	1769.56	1771.27	1769.53	1771.26	680	0	0
2022.08.04	09:45:00	1771.26	1772.67	1771.13	1771.74	801	0	0
2022.08.04	10:00:00	1771.73	1773.28	1771.13	1773.24	1173	0	0
2022.08.04	10:15:00	1773.26	1774.28	1772.92	1773.91	1111	0	6
2022.08.04	10:30:00	1773.96	1774.86	1773.40	1774.17	850	0	4
2022.08.04	10:45:00	1774.17	1774.77	1772.77	1773.06	919	0	0
2022.08.04	11:00:00	1773.02	1774.66	1772.86	1774.59	900	0	0
2022.08.04	11:15:00	1774.60	1775.30	1773.60	1773.62	899	0	0
2022.08.04	11:30:00	1773.62	1773.86	1772.77	1773.68	876	0	0
2022.08.04	11:45:00	1773.68	1777.01	1773.64	1776.36	961	0	0
2022.08.04	12:00:00	1776.39	1779.02	1776.09	1778.08	1037	0	0
2022.08.04	12:15:00	1778.08	1778.39	1777.32	1777.73	876	0	0
2022.08.04	12:30:00	1777.72	1779.24	1777.63	1779.01	823	0	0
2022.08.04	12:45:00	1779.01	1780.20	1778.59	1779.76	900	0	0
2022.08.04	13:00:00	1779.77	1780.91	1778.92	1779.17	894	0	3
2022.08.04	13:15:00	1779.18	1779.69	1778.29	1779.57	629	0	0
2022.08.04	13:30:00	1779.56	1780.86	1778.60	1780.48	947	0	2
2022.08.04	13:45:00	1780.48	1783.12	1780.46	1781.61	987	0	0
2022.08.04	14:00:00	1781.57	1783.46	1780.68	1780.68	1476	0	0
2022.08.04	14:15:00	1780.72	1783.14	1780.56	1781.68	1123	0	0
2022.08.04	14:30:00	1781.72	1783.66	1781.72	1782.70	1191	0	0
2022.08.04	14:45:00	1782.66	1786.22	1782.26	1785.67	1605	0	0
2022.08.04	15:00:00	1785.67	1788.16	1785.60	1787.94	1770	0	0
2022.08.04	15:15:00	1787.94	1788.26	1784.42	1785.20	1619	0	0
2022.08.04	15:30:00	1785.26	1786.39	1782.04	1783.90	1880	0	0
2022.08.04	15:45:00	1783.90	1784.50	1780.71	1780.71	1665	0	0
2022.08.04	16:00:00	1780.79	1780.86	1776.94	1777.60	1975	0	0
2022.08.04	16:15:00	1777.60	1778.22	1775.21	1776.80	1763	0	0
2022.08.04	16:30:00	1776.56	1777.91	1774.33	1777.88	2269	0	0
2022.08.04	16:45:00	1777.90	1784.14	1777.59	1783.49	2120	0	0
2022.08.04	17:00:00	1783.50	1786.68	1782.16	1785.87	2190	0	0
2022.08.04	17:15:00	1785.87	1787.18	1784.00	1785.19	1856	0	0
2022.08.04	17:30:00	1785.19	1787.74	1784.26	1784.29	1860	0	0
2022.08.04	17:45:00	1784.38	1785.84	1782.86	1785.83	1665	0	0
2022.08.04	18:00:00	1785.80	1787.37	1785.30	1786.11	1466	0	0
2022.08.04	18:15:00	1786.06	1790.16	1785.28	1786.88	1648	0	0
2022.08.04	18:30:00	1786.90	1788.49	1786.42	1787.24	1419	0	0
2022.08.04	18:45:00	1787.28	1788.54	1787.17	1787.78	1178	0	0
2022.08.04	19:00:00	1787.79	1789.95	1787.20	1789.69	1006	0	0
2022.08.04	19:15:00	1789.64	1791.50	1788.74	1789.92	1203	0	0
2022.08.04	19:30:00	1789.94	1790.82	1789.68	1789.95	998	0	0
2022.08.04	19:45:00	1789.95	1790.78	1789.39	1790.54	1052	0	0
2022.08.04	20:00:00	1790.51	1791.30	1790.13	1790.94	882	0	3
2022.08.04	20:15:00	1790.94	1791.74	1789.52	1789.66	1071	0	0
2022.08.04	20:30:00	1789.64	1790.87	1789.43	1790.74	678	0	0
2022.08.04	20:45:00	1790.72	1792.82	1790.67	1791.87	778	0	0
2022.08.04	21:00:00	1791.86	1794.24	1791.27	1793.70	885	0	5
2022.08.04	21:15:00	1793.70	1794.43	1792.70	1793.55	849	0	1
2022.08.04	21:30:00	1793.52	1794.25	1792.60	1793.32	787	0	2
2022.08.04	21:45:00	1793.32	1794.94	1793.02	1794.69	924	0	0
2022.08.04	22:00:00	1794.80	1794.86	1792.93	1793.35	681	0	0
2022.08.04	22:15:00	1793.35	1793.96	1792.48	1792.84	510	0	3
2022.08.04	22:30:00	1792.81	1792.93	1792.00	1792.48	603	0	2
2022.08.04	22:45:00	1792.48	1794.44	1792.22	1793.63	837	0	4
2022.08.04	23:00:00	1793.63	1793.74	1792.68	1792.73	449	0	8
2022.08.04	23:15:00	1792.70	1792.75	1790.90	1791.38	520	0	4
2022.08.04	23:30:00	1791.28	1791.76	1791.02	1791.56	440	0	11
2022.08.04	23:45:00	1791.56	1791.68	1790.65	1791.13	355	0	4
2022.08.05	01:00:00	1790.61	1791.12	1789.90	1790.21	256	0	16
2022.08.05	01:15:00	1790.21	1790.60	1789.68	1790.12	205	0	19
2022.08.05	01:30:00	1790.20	1790.65	1790.04	1790.26	167	0	5
2022.08.05	01:45:00	1790.27	1791.06	1790.26	1791.06	121	0	8
2022.08.05	02:00:00	1791.12	1792.52	1791.12	1792.41	200	0	11
2022.08.05	02:15:00	1792.41	1793.32	1792.41	1792.94	339	0	11
2022.08.05	02:30:00	1792.93	1792.98	1792.12	1792.91	272	0	11
2022.08.05	02:45:00	1792.91	1793.68	1792.33	1793.38	325	0	0
2022.08.05	03:00:00	1793.25	1793.66	1791.84	1792.78	657	0	3
2022.08.05	03:15:00	1792.78	1793.91	1792.74	1793.12	458	0	11
2022.08.05	03:30:00	1793.10	1794.36	1792.95	1794.20	577	0	5
2022.08.05	03:45:00	1794.20	1794.90	1793.75	1794.05	802	0	1
2022.08.05	04:00:00	1794.05	1794.88	1791.51	1791.62	1104	0	2
2022.08.05	04:15:00	1791.59	1792.52	1790.55	1790.56	964	0	6
2022.08.05	04:30:00	1790.56	1791.90	1789.82	1789.83	948	0	10
2022.08.05	04:45:00	1789.83	1790.55	1788.76	1790.16	939	0	10
2022.08.05	05:00:00	1790.12	1790.47	1789.17	1790.00	878	0	9
2022.08.05	05:15:00	1790.00	1790.45	1788.80	1789.20	580	0	7
2022.08.05	05:30:00	1789.22	1790.38	1789.20	1790.08	590	0	5
2022.08.05	05:45:00	1790.10	1791.40	1789.98	1791.07	765	0	8
2022.08.05	06:00:00	1791.07	1792.12	1790.95	1792.12	581	0	10
2022.08.05	06:15:00	1792.12	1793.14	1791.56	1792.97	595	0	9
2022.08.05	06:30:00	1792.97	1793.14	1791.79	1792.26	397	0	11
2022.08.05	06:45:00	1792.26	1792.97	1792.00	1792.20	334	0	11
2022.08.05	07:00:00	1792.16	1792.48	1791.46	1792.22	370	0	0
2022.08.05	07:15:00	1792.22	1792.24	1791.13	1791.38	248	0	0
2022.08.05	07:30:00	1791.37	1792.14	1791.29	1791.74	365	0	10
2022.08.05	07:45:00	1791.76	1792.94	1791.46	1791.84	476	0	10
2022.08.05	08:00:00	1791.80	1792.30	1790.00	1790.17	482	0	10
2022.08.05	08:15:00	1790.14	1791.46	1789.91	1790.96	459	0	6
2022.08.05	08:30:00	1790.94	1792.42	1790.60	1792.42	810	0	8
2022.08.05	08:45:00	1792.43	1792.74	1790.76	1791.38	668	0	8
2022.08.05	09:00:00	1791.46	1792.40	1789.86	1789.91	891	0	3
2022.08.05	09:15:00	1789.92	1790.09	1788.58	1789.47	877	0	0
2022.08.05	09:30:00	1789.44	1789.89	1788.65	1789.58	795	0	1
2022.08.05	09:45:00	1789.62	1790.90	1788.92	1790.84	884	0	1
2022.08.05	10:00:00	1790.80	1792.35	1790.15	1790.86	1128	0	1
2022.08.05	10:15:00	1790.90	1792.09	1790.55	1792.01	941	0	0
2022.08.05	10:30:00	1792.01	1792.43	1789.32	1789.71	1191	0	0
2022.08.05	10:45:00	1789.70	1790.85	1788.72	1790.50	1066	0	0
2022.08.05	11:00:00	1790.50	1790.72	1787.43	1787.78	1061	0	0
2022.08.05	11:15:00	1787.78	1787.79	1785.47	1785.88	1121	0	0
2022.08.05	11:30:00	1785.88	1787.67	1785.69	1787.52	971	0	0
2022.08.05	11:45:00	1787.52	1788.42	1786.28	1787.36	973	0	1
2022.08.05	12:00:00	1787.37	1788.08	1786.66	1787.12	868	0	0
2022.08.05	12:15:00	1787.13	1787.49	1786.29	1786.54	729	0	2
2022.08.05	12:30:00	1786.49	1787.00	1785.76	1786.65	867	0	0
2022.08.05	12:45:00	1786.64	1787.02	1785.38	1786.60	794	0	0
2022.08.05	13:00:00	1786.65	1786.89	1785.14	1785.41	774	0	0
2022.08.05	13:15:00	1785.41	1786.82	1785.35	1786.62	776	0	0
2022.08.05	13:30:00	1786.63	1786.66	1784.56	1784.97	794	0	0
2022.08.05	13:45:00	1784.96	1785.90	1783.90	1785.22	836	0	0
2022.08.05	14:00:00	1785.20	1786.31	1784.56	1785.29	939	0	0
2022.08.05	14:15:00	1785.30	1786.51	1783.97	1786.47	862	0	3
2022.08.05	14:30:00	1786.47	1788.00	1786.46	1787.84	900	0	2
2022.08.05	14:45:00	1787.86	1788.58	1786.54	1787.88	1017	0	1
2022.08.05	15:00:00	1787.88	1788.98	1787.34	1788.47	1086	0	6
2022.08.05	15:15:00	1788.17	1789.25	1787.02	1788.66	1444	0	3
2022.08.05	15:30:00	1788.66	1788.66	1773.46	1773.72	3096	0	0
2022.08.05	15:45:00	1773.76	1774.15	1767.45	1769.11	2846	0	0
2022.08.05	16:00:00	1769.04	1770.52	1765.02	1766.58	2771	0	0
2022.08.05	16:15:00	1766.58	1771.10	1766.40	1770.56	2507	0	0
2022.08.05	16:30:00	1770.42	1773.50	1769.12	1772.00	2512	0	0
2022.08.05	16:45:00	1772.03	1775.20	1769.15	1775.00	2518	0	0
2022.08.05	17:00:00	1775.00	1779.16	1773.25	1778.12	2504	0	0
2022.08.05	17:15:00	1778.08	1778.50	1775.03	1777.06	2318	0	1
2022.08.05	17:30:00	1777.12	1778.60	1775.56	1775.71	1933	0	0
2022.08.05	17:45:00	1775.69	1778.16	1775.16	1777.92	1779	0	3
2022.08.05	18:00:00	1777.96	1778.00	1775.10	1776.25	1617	0	0
2022.08.05	18:15:00	1776.26	1777.28	1774.32	1774.57	1647	0	0
2022.08.05	18:30:00	1774.55	1776.76	1774.52	1774.79	1586	0	0
2022.08.05	18:45:00	1774.78	1775.25	1772.81	1773.76	1405	0	0
2022.08.05	19:00:00	1773.73	1774.42	1772.09	1773.13	1349	0	0
2022.08.05	19:15:00	1773.14	1773.26	1771.58	1772.64	1102	0	3
2022.08.05	19:30:00	1772.65	1773.67	1772.08	1773.60	949	0	5
2022.08.05	19:45:00	1773.62	1775.34	1773.56	1774.36	1253	0	4
2022.08.05	20:00:00	1774.36	1775.39	1773.38	1775.10	1036	0	0
2022.08.05	20:15:00	1775.10	1775.36	1774.19	1775.33	1177	0	0
2022.08.05	20:30:00	1775.41	1775.74	1774.42	1775.41	1024	0	6
2022.08.05	20:45:00	1775.44	1776.08	1774.88	1775.08	863	0	3
2022.08.05	21:00:00	1775.06	1776.00	1773.70	1774.00	828	0	9
2022.08.05	21:15:00	1774.00	1774.47	1773.62	1773.76	780	0	3
2022.08.05	21:30:00	1773.76	1775.00	1773.46	1774.76	664	0	7
2022.08.05	21:45:00	1774.78	1774.88	1772.40	1772.70	740	0	0
2022.08.05	22:00:00	1772.70	1773.94	1771.92	1773.81	901	0	1
2022.08.05	22:15:00	1773.76	1775.05	1773.31	1774.97	767	0	3
2022.08.05	22:30:00	1774.98	1775.38	1774.42	1775.18	642	0	3
2022.08.05	22:45:00	1775.18	1775.38	1773.46	1773.60	877	0	4
2022.08.05	23:00:00	1773.67	1774.78	1773.09	1774.78	329	0	8
2022.08.05	23:15:00	1774.78	1775.26	1774.15	1774.73	211	0	3
2022.08.05	23:30:00	1774.70	1774.92	1774.36	1774.71	185	0	9
2022.08.05	23:45:00	1774.69	1775.69	1773.84	1775.42	285	0	3
2022.08.08	01:00:00	1772.53	1774.84	1770.82	1773.65	474	0	8
2022.08.08	01:15:00	1773.63	1774.48	1773.23	1774.48	262	0	14
2022.08.08	01:30:00	1774.61	1775.11	1773.67	1774.01	231	0	9
2022.08.08	01:45:00	1774.00	1774.68	1773.62	1773.87	214	0	9
2022.08.08	02:00:00	1773.87	1774.98	1773.84	1774.67	229	0	9
2022.08.08	02:15:00	1774.70	1774.88	1774.00	1774.88	174	0	7
2022.08.08	02:30:00	1774.88	1775.12	1774.12	1775.02	202	0	9
2022.08.08	02:45:00	1775.00	1775.16	1774.14	1774.63	278	0	9
2022.08.08	03:00:00	1774.63	1774.63	1772.09	1772.44	721	0	9
2022.08.08	03:15:00	1772.44	1772.97	1771.16	1771.88	609	0	3
2022.08.08	03:30:00	1771.88	1774.56	1771.82	1774.56	600	0	9
2022.08.08	03:45:00	1774.56	1774.56	1773.44	1774.27	612	0	4
