<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.01.08	13:00:00	1283.58	1283.66	1282.77	1283.39	10474	0	0
2019.01.08	14:00:00	1283.38	1284.17	1281.93	1282.47	14370	0	0
2019.01.08	15:00:00	1282.46	1283.09	1279.43	1280.73	27318	0	0
2019.01.08	16:00:00	1280.72	1286.15	1280.42	1284.99	27469	0	0
2019.01.08	17:00:00	1285.00	1286.40	1282.55	1285.07	31696	0	0
2019.01.08	18:00:00	1285.06	1285.20	1283.91	1284.47	23900	0	0
2019.01.08	19:00:00	1284.47	1287.05	1283.93	1286.44	17495	0	0
2019.01.08	20:00:00	1286.45	1286.94	1284.55	1284.95	16650	0	0
2019.01.08	21:00:00	1284.95	1285.39	1284.21	1285.13	8652	0	0
2019.01.08	22:00:00	1285.13	1285.38	1284.35	1285.34	10812	0	0
2019.01.08	23:00:00	1285.34	1285.54	1285.00	1285.27	3643	0	0
2019.01.09	01:00:00	1284.99	1285.26	1284.68	1285.20	3459	0	0
2019.01.09	02:00:00	1285.19	1286.19	1284.73	1285.39	10691	0	0
2019.01.09	03:00:00	1285.38	1287.18	1285.17	1285.85	13970	0	0
2019.01.09	04:00:00	1285.83	1286.22	1284.14	1284.19	12295	0	0
2019.01.09	05:00:00	1284.19	1284.47	1283.28	1283.33	10491	0	0
2019.01.09	06:00:00	1283.34	1283.34	1281.71	1282.22	9876	0	0
2019.01.09	07:00:00	1282.22	1283.35	1281.60	1282.59	9636	0	0
2019.01.09	08:00:00	1282.58	1283.02	1281.27	1282.31	11221	0	0
2019.01.09	09:00:00	1282.33	1283.67	1281.84	1282.53	14425	0	0
2019.01.09	10:00:00	1282.53	1283.41	1282.33	1282.82	14030	0	0
2019.01.09	11:00:00	1282.81	1282.87	1280.67	1281.23	13666	0	0
2019.01.09	12:00:00	1281.22	1281.68	1280.15	1280.92	12210	0	0
2019.01.09	13:00:00	1280.93	1281.83	1280.45	1281.66	10167	0	0
2019.01.09	14:00:00	1281.66	1281.76	1280.13	1281.58	11170	0	0
2019.01.09	15:00:00	1281.58	1285.53	1281.58	1284.70	24337	0	0
2019.01.09	16:00:00	1284.67	1289.82	1284.42	1288.48	32207	0	0
2019.01.09	17:00:00	1288.45	1291.85	1288.29	1290.12	38679	0	0
2019.01.09	18:00:00	1290.12	1290.81	1287.76	1288.65	20829	0	0
2019.01.09	19:00:00	1288.64	1290.05	1287.83	1289.95	7989	0	2
2019.01.09	20:00:00	1289.91	1291.75	1289.57	1290.94	7879	0	2
2019.01.09	21:00:00	1290.90	1293.47	1289.78	1291.71	14868	0	2
2019.01.09	22:00:00	1291.70	1293.90	1291.46	1293.66	7152	0	3
2019.01.09	23:00:00	1293.70	1293.75	1292.96	1293.25	2115	0	3
2019.01.10	01:00:00	1292.81	1293.88	1292.55	1292.96	1794	0	3
2019.01.10	02:00:00	1292.96	1293.55	1292.02	1293.22	4447	0	3
2019.01.10	03:00:00	1293.22	1293.74	1291.65	1292.63	8529	0	3
2019.01.10	04:00:00	1292.64	1294.91	1292.63	1294.78	3434	0	3
2019.01.10	05:00:00	1294.78	1297.09	1294.73	1296.93	5198	0	3
2019.01.10	06:00:00	1296.93	1297.07	1295.69	1295.78	4483	0	3
2019.01.10	07:00:00	1295.78	1296.86	1295.62	1296.32	4845	0	3
2019.01.10	08:00:00	1296.32	1296.82	1294.85	1295.25	5308	0	2
2019.01.10	09:00:00	1295.23	1296.56	1295.06	1295.47	6461	0	2
2019.01.10	10:00:00	1295.48	1297.05	1294.46	1294.56	8584	0	2
2019.01.10	11:00:00	1294.56	1294.75	1292.05	1293.05	10443	0	2
2019.01.10	12:00:00	1293.05	1293.35	1291.63	1293.05	6570	0	2
2019.01.10	13:00:00	1293.04	1294.36	1292.83	1293.13	5263	0	2
2019.01.10	14:00:00	1293.13	1293.95	1292.54	1293.94	5892	0	2
2019.01.10	15:00:00	1293.95	1294.66	1289.80	1289.96	11624	0	2
2019.01.10	16:00:00	1289.95	1292.39	1289.16	1291.81	11675	0	2
2019.01.10	17:00:00	1291.80	1292.29	1289.54	1290.14	10179	0	2
2019.01.10	18:00:00	1290.15	1290.18	1288.21	1289.13	7834	0	2
2019.01.10	19:00:00	1289.13	1289.31	1287.59	1288.00	6631	0	2
2019.01.10	20:00:00	1287.98	1288.79	1286.53	1287.88	11017	0	2
2019.01.10	21:00:00	1287.88	1287.97	1286.76	1287.56	6244	0	2
2019.01.10	22:00:00	1287.55	1287.59	1286.20	1286.35	3889	0	3
2019.01.10	23:00:00	1286.34	1286.84	1286.19	1286.50	2764	0	3
2019.01.11	01:00:00	1286.89	1288.11	1286.74	1288.01	2056	0	3
2019.01.11	02:00:00	1288.00	1288.72	1287.59	1287.99	4244	0	3
2019.01.11	03:00:00	1287.99	1290.26	1287.96	1289.88	5819	0	3
2019.01.11	04:00:00	1289.88	1291.43	1289.37	1291.10	4018	0	3
2019.01.11	05:00:00	1291.08	1291.74	1290.85	1291.38	3188	0	3
2019.01.11	06:00:00	1291.36	1292.97	1291.17	1292.82	3421	0	3
2019.01.11	07:00:00	1292.85	1294.37	1292.54	1294.00	4755	0	3
2019.01.11	08:00:00	1294.00	1294.51	1291.76	1293.15	6242	0	2
2019.01.11	09:00:00	1293.15	1294.65	1292.95	1293.66	7020	0	2
2019.01.11	10:00:00	1293.68	1295.18	1292.22	1292.97	6996	0	2
2019.01.11	11:00:00	1292.98	1293.64	1292.10	1292.29	6776	0	2
2019.01.11	12:00:00	1292.29	1293.63	1292.10	1293.21	5115	0	2
2019.01.11	13:00:00	1293.20	1293.23	1291.22	1291.54	6891	0	2
2019.01.11	14:00:00	1291.54	1293.55	1291.39	1292.06	5709	0	2
2019.01.11	15:00:00	1292.11	1293.28	1291.19	1292.44	13203	0	2
2019.01.11	16:00:00	1292.43	1292.58	1287.01	1288.57	20276	0	2
2019.01.11	17:00:00	1288.57	1291.20	1288.39	1290.31	11632	0	2
2019.01.11	18:00:00	1290.32	1290.49	1289.09	1289.46	9098	0	2
2019.01.11	19:00:00	1289.46	1290.95	1289.32	1290.24	5585	0	2
2019.01.11	20:00:00	1290.24	1290.39	1288.24	1288.64	5485	0	2
2019.01.11	21:00:00	1288.65	1288.92	1287.82	1288.13	2811	0	2
2019.01.11	22:00:00	1288.14	1288.55	1287.21	1288.38	3788	0	3
2019.01.11	23:00:00	1288.38	1288.47	1287.36	1287.47	1122	0	3
2019.01.14	01:00:00	1287.64	1288.64	1287.41	1288.14	2407	0	3
2019.01.14	02:00:00	1288.14	1289.71	1287.99	1289.15	1975	0	3
2019.01.14	03:00:00	1289.14	1292.73	1288.82	1292.35	5165	0	3
2019.01.14	04:00:00	1292.37	1292.57	1290.29	1290.32	4470	0	3
2019.01.14	05:00:00	1290.31	1291.58	1290.27	1291.00	4477	0	3
2019.01.14	06:00:00	1290.99	1291.35	1290.22	1290.53	2430	0	3
2019.01.14	07:00:00	1290.53	1292.20	1290.26	1291.85	2726	0	3
2019.01.14	08:00:00	1291.85	1292.58	1290.54	1291.45	4647	0	2
2019.01.14	09:00:00	1291.45	1293.50	1290.28	1293.22	8184	0	2
2019.01.14	10:00:00	1293.21	1294.17	1292.08	1293.74	6999	0	2
2019.01.14	11:00:00	1293.75	1294.58	1293.16	1293.86	5163	0	2
2019.01.14	12:00:00	1293.86	1295.64	1293.67	1295.20	6662	0	2
2019.01.14	13:00:00	1295.19	1295.90	1294.21	1295.68	5994	0	2
2019.01.14	14:00:00	1295.68	1295.68	1293.38	1295.32	8214	0	2
2019.01.14	15:00:00	1295.32	1295.76	1288.50	1289.88	12129	0	2
2019.01.14	16:00:00	1289.87	1293.16	1289.58	1292.19	10618	0	2
2019.01.14	17:00:00	1292.18	1292.92	1290.02	1290.52	9778	0	2
2019.01.14	18:00:00	1290.52	1290.84	1289.36	1290.65	7267	0	2
2019.01.14	19:00:00	1290.65	1292.15	1290.18	1291.74	3863	0	2
2019.01.14	20:00:00	1291.73	1292.06	1290.74	1291.65	4686	0	2
2019.01.14	21:00:00	1291.64	1292.37	1291.13	1291.91	3368	0	2
2019.01.14	22:00:00	1291.91	1291.96	1291.07	1291.59	2487	0	3
2019.01.14	23:00:00	1291.59	1292.04	1291.37	1291.54	1135	0	3
2019.01.15	01:00:00	1291.92	1292.56	1291.39	1291.55	1598	0	3
2019.01.15	02:00:00	1291.55	1291.76	1290.41	1291.25	3451	0	3
2019.01.15	03:00:00	1291.26	1293.42	1290.96	1293.05	5280	0	3
2019.01.15	04:00:00	1293.05	1293.40	1292.07	1292.65	4063	0	3
2019.01.15	05:00:00	1292.63	1292.72	1291.26	1291.35	3848	0	3
2019.01.15	06:00:00	1291.35	1291.64	1291.10	1291.28	2204	0	3
2019.01.15	07:00:00	1291.27	1291.59	1290.22	1291.31	4638	0	3
2019.01.15	08:00:00	1291.31	1291.35	1289.92	1290.76	3825	0	2
2019.01.15	09:00:00	1290.76	1291.27	1289.41	1289.66	4865	0	2
2019.01.15	10:00:00	1289.66	1289.83	1287.90	1288.94	8050	0	2
2019.01.15	11:00:00	1288.94	1289.57	1287.58	1288.76	6223	0	2
2019.01.15	12:00:00	1288.79	1289.61	1288.46	1289.10	4781	0	2
2019.01.15	13:00:00	1289.10	1291.28	1288.96	1291.19	5264	0	2
2019.01.15	14:00:00	1291.19	1292.10	1290.51	1290.88	5524	0	2
2019.01.15	15:00:00	1290.89	1293.35	1288.35	1293.00	10713	0	2
2019.01.15	16:00:00	1293.01	1294.66	1292.13	1294.46	11139	0	2
2019.01.15	17:00:00	1294.43	1294.73	1290.70	1291.23	14233	0	2
2019.01.15	18:00:00	1291.23	1291.23	1287.72	1287.96	13765	0	2
2019.01.15	19:00:00	1287.96	1289.15	1286.76	1288.04	9210	0	2
2019.01.15	20:00:00	1288.04	1288.81	1287.13	1288.74	6800	0	2
2019.01.15	21:00:00	1288.74	1290.58	1288.45	1290.37	9016	0	3
2019.01.15	22:00:00	1290.42	1290.87	1288.94	1289.07	6579	0	3
2019.01.15	23:00:00	1289.08	1289.51	1288.95	1289.35	2050	0	3
2019.01.16	01:00:00	1289.77	1289.88	1289.21	1289.63	1492	0	3
2019.01.16	02:00:00	1289.63	1290.91	1289.52	1290.72	2863	0	3
2019.01.16	03:00:00	1290.72	1291.21	1289.11	1289.23	5555	0	3
2019.01.16	04:00:00	1289.23	1290.17	1289.08	1289.52	5048	0	3
2019.01.16	05:00:00	1289.52	1289.58	1288.37	1288.83	4538	0	3
2019.01.16	06:00:00	1288.83	1289.84	1288.81	1289.66	2445	0	3
2019.01.16	07:00:00	1289.67	1291.98	1289.56	1291.67	3613	0	3
2019.01.16	08:00:00	1291.67	1292.74	1290.92	1291.06	4643	0	2
2019.01.16	09:00:00	1291.03	1292.10	1289.43	1289.76	7680	0	2
2019.01.16	10:00:00	1289.77	1291.74	1289.74	1290.84	8197	0	2
2019.01.16	11:00:00	1290.84	1290.86	1289.46	1289.90	5010	0	2
2019.01.16	12:00:00	1289.88	1290.32	1289.19	1289.43	3973	0	2
2019.01.16	13:00:00	1289.43	1289.63	1288.45	1288.77	4929	0	2
2019.01.16	14:00:00	1288.77	1289.66	1287.91	1288.91	6236	0	2
2019.01.16	15:00:00	1288.90	1290.86	1288.90	1290.18	7765	0	2
2019.01.16	16:00:00	1290.18	1292.58	1290.18	1292.53	8796	0	2
2019.01.16	17:00:00	1292.53	1295.00	1292.24	1293.02	10791	0	2
2019.01.16	18:00:00	1293.02	1294.98	1292.99	1294.71	9089	0	2
2019.01.16	19:00:00	1294.71	1294.99	1293.45	1293.84	6428	0	2
2019.01.16	20:00:00	1293.84	1294.15	1292.84	1293.47	5285	0	2
2019.01.16	21:00:00	1293.44	1293.90	1292.25	1293.24	5724	0	2
2019.01.16	22:00:00	1293.24	1293.77	1292.53	1293.13	5274	0	3
2019.01.16	23:00:00	1293.13	1293.81	1293.02	1293.49	1713	0	3
2019.01.17	01:00:00	1294.05	1294.12	1292.94	1292.99	2882	0	0
2019.01.17	02:00:00	1292.99	1294.02	1292.93	1294.01	5243	0	0
2019.01.17	03:00:00	1294.01	1295.02	1293.99	1294.79	7930	0	0
2019.01.17	04:00:00	1294.80	1295.35	1293.26	1293.35	7264	0	0
2019.01.17	05:00:00	1293.35	1293.45	1291.99	1292.52	6437	0	0
2019.01.17	06:00:00	1292.52	1292.59	1291.37	1291.51	5938	0	0
2019.01.17	07:00:00	1291.52	1292.68	1291.38	1292.66	4798	0	0
2019.01.17	08:00:00	1292.66	1293.15	1291.98	1292.63	5608	0	0
2019.01.17	09:00:00	1292.63	1292.96	1291.35	1292.94	11202	0	0
2019.01.17	10:00:00	1292.92	1295.05	1292.28	1294.02	11644	0	0
2019.01.17	11:00:00	1294.02	1294.71	1293.55	1294.24	7165	0	0
2019.01.17	12:00:00	1294.22	1294.50	1293.74	1294.28	5510	0	0
2019.01.17	13:00:00	1294.28	1295.00	1293.89	1294.08	5047	0	2
2019.01.17	14:00:00	1294.09	1294.56	1293.64	1293.88	4153	0	2
2019.01.17	15:00:00	1293.88	1294.09	1289.67	1291.58	12838	0	2
2019.01.17	16:00:00	1291.58	1292.19	1289.92	1290.70	10495	0	2
2019.01.17	17:00:00	1290.72	1291.50	1288.77	1290.44	11895	0	2
2019.01.17	18:00:00	1290.45	1292.48	1290.40	1291.61	7358	0	2
2019.01.17	19:00:00	1291.59	1292.27	1291.15	1292.01	5368	0	2
2019.01.17	20:00:00	1292.01	1293.15	1291.82	1292.34	5636	0	2
2019.01.17	21:00:00	1292.35	1293.29	1289.60	1290.81	11872	0	2
2019.01.17	22:00:00	1290.80	1292.55	1290.67	1291.81	8081	0	3
2019.01.17	23:00:00	1291.81	1292.25	1291.70	1291.95	1742	0	3
2019.01.18	01:00:00	1292.22	1292.51	1291.86	1292.33	1651	0	3
2019.01.18	02:00:00	1292.34	1292.46	1290.56	1291.12	5796	0	3
2019.01.18	03:00:00	1291.12	1292.00	1290.53	1290.90	6397	0	3
2019.01.18	04:00:00	1290.90	1291.79	1290.38	1291.38	4261	0	3
2019.01.18	05:00:00	1291.38	1292.41	1291.36	1291.75	2471	0	3
2019.01.18	06:00:00	1291.76	1292.17	1291.58	1291.97	2164	0	3
2019.01.18	07:00:00	1291.97	1292.07	1290.88	1291.16	2515	0	3
2019.01.18	08:00:00	1291.17	1292.24	1290.88	1292.09	3560	0	2
2019.01.18	09:00:00	1292.09	1292.21	1289.93	1290.15	5714	0	2
2019.01.18	10:00:00	1290.15	1290.25	1287.76	1288.67	6476	0	2
2019.01.18	11:00:00	1288.68	1288.76	1283.66	1285.12	7347	0	2
2019.01.18	12:00:00	1285.13	1285.99	1285.03	1285.96	4802	0	2
2019.01.18	13:00:00	1285.96	1286.15	1284.82	1284.84	3105	0	2
2019.01.18	14:00:00	1284.83	1286.54	1284.62	1285.87	4046	0	2
2019.01.18	15:00:00	1285.87	1285.91	1281.26	1283.27	10569	0	2
2019.01.18	16:00:00	1283.27	1283.83	1281.82	1283.24	9381	0	2
2019.01.18	17:00:00	1283.24	1285.53	1282.33	1283.37	13845	0	2
2019.01.18	18:00:00	1283.36	1284.47	1281.97	1282.51	9570	0	2
2019.01.18	19:00:00	1282.51	1283.38	1282.32	1282.61	4427	0	2
2019.01.18	20:00:00	1282.61	1283.53	1282.34	1282.44	4684	0	2
2019.01.18	21:00:00	1282.44	1283.05	1281.99	1282.07	3208	0	2
2019.01.18	22:00:00	1282.06	1282.32	1280.67	1280.74	3887	0	3
2019.01.18	23:00:00	1280.73	1281.55	1280.72	1281.52	1636	0	3
2019.01.21	01:00:00	1281.61	1283.31	1281.61	1282.64	1507	0	3
2019.01.21	02:00:00	1282.64	1283.59	1282.56	1283.47	2307	0	3
2019.01.21	03:00:00	1283.47	1283.58	1282.39	1282.95	4624	0	3
2019.01.21	04:00:00	1282.97	1283.29	1282.56	1282.81	1814	0	3
2019.01.21	05:00:00	1282.86	1282.92	1281.63	1281.84	2460	0	3
2019.01.21	06:00:00	1281.84	1282.18	1281.29	1281.40	2603	0	3
2019.01.21	07:00:00	1281.40	1281.71	1281.10	1281.53	2417	0	3
2019.01.21	08:00:00	1281.53	1283.15	1281.45	1282.97	1997	0	3
2019.01.21	09:00:00	1282.97	1283.50	1282.26	1282.54	3504	0	2
2019.01.21	10:00:00	1282.54	1282.71	1278.09	1279.15	5247	0	2
2019.01.21	11:00:00	1279.15	1279.25	1277.74	1278.45	4258	0	2
2019.01.21	12:00:00	1278.45	1279.25	1277.55	1279.02	2336	0	2
2019.01.21	13:00:00	1279.02	1279.45	1278.32	1278.37	2189	0	2
2019.01.21	14:00:00	1278.35	1278.90	1276.83	1277.76	2922	0	2
2019.01.21	15:00:00	1277.76	1279.15	1276.82	1279.04	3401	0	2
2019.01.21	16:00:00	1279.03	1281.02	1278.25	1279.85	3942	0	2
2019.01.21	17:00:00	1279.90	1280.54	1279.51	1280.42	3163	0	2
2019.01.21	18:00:00	1280.43	1280.84	1279.90	1280.48	2501	0	2
2019.01.21	19:00:00	1280.48	1280.58	1279.96	1280.26	1082	0	2
2019.01.21	20:00:00	1280.26	1280.31	1280.22	1280.22	8	0	7
2019.01.22	01:00:00	1280.07	1280.59	1279.71	1279.75	952	0	3
2019.01.22	02:00:00	1279.74	1280.35	1279.34	1279.46	2536	0	3
2019.01.22	03:00:00	1279.47	1279.96	1278.83	1278.92	3378	0	3
2019.01.22	04:00:00	1278.93	1278.98	1277.90	1278.06	3717	0	3
2019.01.22	05:00:00	1278.07	1278.93	1277.84	1278.89	3335	0	3
2019.01.22	06:00:00	1278.89	1278.94	1277.52	1277.65	2961	0	3
2019.01.22	07:00:00	1277.66	1279.84	1277.46	1279.21	3162	0	3
2019.01.22	08:00:00	1279.21	1279.57	1278.29	1278.70	2774	0	3
2019.01.22	09:00:00	1278.73	1281.58	1278.58	1281.28	5832	0	2
2019.01.22	10:00:00	1281.27	1284.58	1281.08	1284.54	5805	0	2
2019.01.22	11:00:00	1284.54	1284.87	1283.91	1284.23	4954	0	2
2019.01.22	12:00:00	1284.19	1284.73	1283.83	1283.92	3621	0	2
2019.01.22	13:00:00	1283.92	1284.05	1282.58	1282.70	3671	0	2
2019.01.22	14:00:00	1282.73	1283.65	1282.26	1283.25	5458	0	2
2019.01.22	15:00:00	1283.23	1283.41	1281.66	1282.90	7746	0	2
2019.01.22	16:00:00	1282.91	1284.35	1281.53	1281.67	9929	0	2
2019.01.22	17:00:00	1281.67	1282.41	1279.30	1280.31	10873	0	2
2019.01.22	18:00:00	1280.32	1283.28	1280.32	1283.16	5328	0	2
2019.01.22	19:00:00	1283.16	1283.85	1282.82	1283.64	3780	0	2
2019.01.22	20:00:00	1283.65	1285.14	1283.43	1284.51	7676	0	2
2019.01.22	21:00:00	1284.53	1285.48	1284.12	1285.27	4439	0	2
2019.01.22	22:00:00	1285.27	1285.38	1283.64	1284.46	5573	0	3
2019.01.22	23:00:00	1284.45	1285.52	1284.44	1285.04	2465	0	3
2019.01.23	01:00:00	1284.85	1285.15	1284.40	1284.63	1721	0	3
2019.01.23	02:00:00	1284.64	1284.66	1283.85	1284.55	3308	0	3
2019.01.23	03:00:00	1284.55	1285.70	1283.10	1285.12	5399	0	3
2019.01.23	04:00:00	1285.11	1285.35	1284.36	1284.53	2866	0	3
2019.01.23	05:00:00	1284.52	1284.89	1283.91	1284.01	3539	0	3
2019.01.23	06:00:00	1284.01	1284.21	1283.39	1283.40	3215	0	3
2019.01.23	07:00:00	1283.40	1284.49	1283.30	1284.11	3391	0	3
2019.01.23	08:00:00	1284.11	1284.70	1283.51	1284.23	2387	0	2
2019.01.23	09:00:00	1284.23	1285.26	1283.70	1284.58	3770	0	2
2019.01.23	10:00:00	1284.59	1286.46	1284.19	1286.35	5035	0	2
2019.01.23	11:00:00	1286.35	1286.55	1284.87	1285.15	3715	0	2
2019.01.23	12:00:00	1285.14	1285.35	1284.70	1285.03	2999	0	2
2019.01.23	13:00:00	1285.04	1285.83	1285.01	1285.49	3625	0	2
2019.01.23	14:00:00	1285.49	1285.64	1284.82	1285.06	2766	0	2
2019.01.23	15:00:00	1285.06	1285.40	1280.64	1280.90	10538	0	2
2019.01.23	16:00:00	1280.90	1281.68	1278.70	1279.84	10786	0	2
2019.01.23	17:00:00	1279.83	1283.37	1279.51	1282.14	10173	0	2
2019.01.23	18:00:00	1282.14	1285.63	1281.96	1285.10	10377	0	2
2019.01.23	19:00:00	1285.10	1285.90	1284.46	1284.74	6167	0	2
2019.01.23	20:00:00	1284.75	1284.88	1283.50	1283.61	6091	0	2
2019.01.23	21:00:00	1283.62	1284.18	1283.28	1283.57	4545	0	2
2019.01.23	22:00:00	1283.58	1283.60	1282.98	1283.14	3563	0	3
2019.01.23	23:00:00	1283.13	1283.23	1282.35	1282.70	1538	0	3
2019.01.24	01:00:00	1282.77	1283.90	1282.56	1283.80	1447	0	3
2019.01.24	02:00:00	1283.80	1284.56	1283.04	1284.52	2711	0	3
2019.01.24	03:00:00	1284.51	1284.85	1283.46	1284.53	4733	0	3
2019.01.24	04:00:00	1284.53	1284.57	1282.99	1283.42	5527	0	3
2019.01.24	05:00:00	1283.41	1283.72	1282.79	1282.95	3696	0	3
2019.01.24	06:00:00	1282.94	1283.25	1281.41	1281.72	3370	0	3
2019.01.24	07:00:00	1281.71	1282.18	1281.11	1281.77	2691	0	3
2019.01.24	08:00:00	1281.78	1282.45	1281.03	1281.38	3625	0	2
2019.01.24	09:00:00	1281.38	1281.65	1279.94	1280.21	5315	0	2
2019.01.24	10:00:00	1280.21	1280.79	1278.37	1278.98	8643	0	2
2019.01.24	11:00:00	1278.97	1280.05	1278.65	1279.77	5199	0	2
2019.01.24	12:00:00	1279.77	1280.27	1279.28	1279.76	4496	0	2
2019.01.24	13:00:00	1279.76	1280.13	1279.24	1279.76	3794	0	2
2019.01.24	14:00:00	1279.75	1279.86	1278.36	1279.20	3655	0	2
2019.01.24	15:00:00	1279.19	1281.68	1276.81	1280.53	17924	0	2
2019.01.24	16:00:00	1280.55	1283.83	1279.70	1283.45	13838	0	2
2019.01.24	17:00:00	1283.45	1283.94	1281.37	1282.30	11035	0	2
2019.01.24	18:00:00	1282.30	1283.20	1281.69	1282.17	10732	0	2
2019.01.24	19:00:00	1282.18	1282.54	1280.05	1280.33	9098	0	2
2019.01.24	20:00:00	1280.32	1281.42	1279.57	1279.95	7080	0	2
2019.01.24	21:00:00	1279.95	1280.33	1279.41	1279.99	5325	0	2
2019.01.24	22:00:00	1279.98	1280.96	1279.90	1280.94	3460	0	3
2019.01.24	23:00:00	1280.93	1281.16	1280.66	1281.09	1343	0	3
2019.01.25	01:00:00	1280.80	1281.85	1280.67	1281.44	1425	0	3
2019.01.25	02:00:00	1281.44	1281.45	1280.75	1280.90	3670	0	3
2019.01.25	03:00:00	1280.90	1282.34	1279.96	1280.03	5533	0	3
2019.01.25	04:00:00	1280.04	1282.27	1280.02	1281.75	3277	0	3
2019.01.25	05:00:00	1281.75	1283.12	1281.75	1281.86	4369	0	3
2019.01.25	06:00:00	1281.85	1282.37	1281.63	1282.02	2103	0	3
2019.01.25	07:00:00	1282.02	1282.98	1281.74	1282.36	3400	0	3
2019.01.25	08:00:00	1282.33	1283.82	1281.85	1283.65	4651	0	3
2019.01.25	09:00:00	1283.65	1285.04	1283.35	1284.64	5944	0	2
2019.01.25	10:00:00	1284.64	1285.18	1283.49	1283.78	6617	0	2
2019.01.25	11:00:00	1283.78	1284.19	1282.46	1283.37	5790	0	2
2019.01.25	12:00:00	1283.37	1284.15	1282.70	1283.89	3650	0	2
2019.01.25	13:00:00	1283.89	1284.84	1283.84	1284.62	3785	0	2
2019.01.25	14:00:00	1284.62	1285.20	1284.10	1284.19	3808	0	2
2019.01.25	15:00:00	1284.19	1289.49	1283.52	1288.67	7914	0	2
2019.01.25	16:00:00	1288.67	1295.05	1288.65	1293.69	11415	0	2
2019.01.25	17:00:00	1293.68	1299.28	1293.67	1297.55	13686	0	2
2019.01.25	18:00:00	1297.55	1300.38	1297.37	1299.03	8841	0	2
2019.01.25	19:00:00	1299.03	1299.04	1296.46	1297.67	9878	0	2
2019.01.25	20:00:00	1297.65	1299.07	1297.08	1297.28	7863	0	2
2019.01.25	21:00:00	1297.26	1299.51	1297.25	1298.56	6579	0	2
2019.01.25	22:00:00	1298.56	1299.74	1298.00	1299.66	4565	0	3
2019.01.25	23:00:00	1299.66	1304.07	1299.66	1302.51	2587	0	3
2019.01.28	01:00:00	1302.95	1303.19	1299.98	1300.10	3025	0	3
2019.01.28	02:00:00	1300.13	1301.82	1299.52	1301.28	3937	0	3
2019.01.28	03:00:00	1301.28	1302.59	1300.98	1301.69	4577	0	3
2019.01.28	04:00:00	1301.69	1303.12	1301.48	1303.08	3010	0	3
2019.01.28	05:00:00	1303.07	1303.28	1302.26	1302.72	3288	0	3
2019.01.28	06:00:00	1302.69	1303.20	1302.37	1303.19	1906	0	3
2019.01.28	07:00:00	1303.19	1304.45	1302.33	1302.41	3668	0	3
2019.01.28	08:00:00	1302.43	1302.93	1301.15	1301.84	4736	0	2
2019.01.28	09:00:00	1301.85	1302.40	1301.23	1301.83	4399	0	2
2019.01.28	10:00:00	1301.84	1301.84	1300.38	1300.49	6506	0	2
2019.01.28	11:00:00	1300.44	1301.49	1300.37	1300.65	3484	0	2
2019.01.28	12:00:00	1300.65	1302.46	1300.54	1301.24	2925	0	2
2019.01.28	13:00:00	1301.24	1301.72	1299.63	1299.66	3197	0	2
2019.01.28	14:00:00	1299.66	1300.98	1299.50	1300.07	4042	0	2
2019.01.28	15:00:00	1300.07	1300.59	1299.11	1299.61	7112	0	2
2019.01.28	16:00:00	1299.61	1302.34	1297.71	1302.11	11941	0	2
2019.01.28	17:00:00	1302.11	1303.87	1301.91	1302.57	10338	0	2
2019.01.28	18:00:00	1302.57	1303.60	1301.94	1303.41	8206	0	2
2019.01.28	19:00:00	1303.41	1303.92	1302.40	1303.30	6257	0	2
2019.01.28	20:00:00	1303.30	1304.24	1302.50	1302.72	4913	0	2
2019.01.28	21:00:00	1302.72	1303.38	1302.22	1302.62	3782	0	2
2019.01.28	22:00:00	1302.61	1304.07	1302.44	1303.95	3987	0	2
2019.01.28	23:00:00	1303.96	1304.23	1303.09	1303.18	1501	0	3
2019.01.29	01:00:00	1303.19	1304.03	1302.91	1303.92	1059	0	3
2019.01.29	02:00:00	1303.99	1304.58	1303.08	1304.45	3244	0	3
2019.01.29	03:00:00	1304.44	1304.49	1302.74	1303.23	4456	0	3
2019.01.29	04:00:00	1303.23	1304.53	1303.05	1304.25	3289	0	3
2019.01.29	05:00:00	1304.24	1304.42	1303.22	1303.77	2133	0	3
2019.01.29	06:00:00	1303.77	1304.28	1303.73	1303.80	1581	0	3
2019.01.29	07:00:00	1303.79	1304.25	1302.97	1304.11	2746	0	3
2019.01.29	08:00:00	1304.11	1306.46	1304.02	1305.09	3827	0	3
2019.01.29	09:00:00	1305.09	1307.68	1304.79	1307.62	5409	0	2
2019.01.29	10:00:00	1307.61	1309.33	1307.06	1308.50	5986	0	2
2019.01.29	11:00:00	1308.51	1308.80	1306.87	1308.38	5420	0	2
2019.01.29	12:00:00	1308.38	1309.08	1307.67	1307.78	3874	0	2
2019.01.29	13:00:00	1307.79	1308.43	1306.88	1307.70	4710	0	2
2019.01.29	14:00:00	1307.71	1310.19	1306.92	1308.72	6905	0	2
2019.01.29	15:00:00	1308.72	1311.48	1307.96	1308.24	8992	0	2
2019.01.29	16:00:00	1308.29	1309.48	1306.23	1307.48	10349	0	2
2019.01.29	17:00:00	1307.48	1311.76	1307.46	1310.92	11211	0	2
2019.01.29	18:00:00	1310.93	1311.04	1309.15	1309.31	9652	0	2
