<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.11.02	01:00:00	1274.64	1276.02	1274.49	1275.69	2128	2128	6
2017.11.02	02:00:00	1275.68	1276.01	1275.05	1275.43	3474	3474	6
2017.11.02	03:00:00	1275.41	1278.17	1275.21	1277.47	13098	13098	6
2017.11.02	04:00:00	1277.47	1281.42	1277.20	1280.39	14400	14400	6
2017.11.02	05:00:00	1280.39	1280.80	1279.35	1279.59	8457	8457	6
2017.11.02	06:00:00	1279.59	1280.27	1278.90	1280.14	6483	6483	6
2017.11.02	07:00:00	1280.14	1280.56	1279.13	1280.03	4421	4421	6
2017.11.02	08:00:00	1280.03	1280.24	1278.27	1278.52	6792	6792	6
2017.11.02	09:00:00	1278.52	1278.97	1277.43	1278.86	7650	7650	4
2017.11.02	10:00:00	1278.87	1279.50	1276.19	1277.20	11165	11165	4
2017.11.02	11:00:00	1277.20	1277.30	1275.42	1276.05	11274	11274	4
2017.11.02	12:00:00	1276.05	1276.83	1275.68	1276.29	8751	8751	4
2017.11.02	13:00:00	1276.28	1276.50	1275.48	1275.98	7660	7660	4
2017.11.02	14:00:00	1275.95	1276.75	1273.40	1274.67	9304	9304	4
2017.11.02	15:00:00	1274.76	1277.04	1273.54	1276.47	21241	21241	4
2017.11.02	16:00:00	1276.46	1278.23	1275.74	1277.24	21247	21247	4
2017.11.02	17:00:00	1277.25	1284.18	1277.12	1279.58	29459	29459	4
2017.11.02	18:00:00	1279.57	1279.77	1278.03	1278.76	21945	21945	4
2017.11.02	19:00:00	1278.76	1279.09	1274.97	1276.46	17845	17845	4
2017.11.02	20:00:00	1276.47	1277.76	1276.04	1277.10	10364	10364	4
2017.11.02	21:00:00	1277.12	1277.85	1276.22	1277.56	8259	8259	4
2017.11.02	22:00:00	1277.56	1278.03	1275.71	1276.24	10766	10766	4
2017.11.02	23:00:00	1276.23	1276.67	1275.57	1275.90	3465	3465	6
2017.11.03	01:00:00	1275.96	1277.58	1275.96	1277.50	1917	1917	7
2017.11.03	02:00:00	1277.49	1277.79	1276.90	1277.70	2313	2313	6
2017.11.03	03:00:00	1277.70	1278.61	1277.36	1278.06	4115	4115	6
2017.11.03	04:00:00	1278.07	1278.76	1277.17	1277.37	4954	4954	6
2017.11.03	05:00:00	1277.37	1277.63	1276.25	1276.64	5253	5253	6
2017.11.03	06:00:00	1276.63	1277.26	1276.54	1276.73	2880	2880	6
2017.11.03	07:00:00	1276.72	1277.35	1276.63	1277.23	1680	1680	6
2017.11.03	08:00:00	1277.23	1277.77	1276.54	1277.04	3247	3247	6
2017.11.03	09:00:00	1277.05	1277.37	1275.49	1275.54	5112	5112	4
2017.11.03	10:00:00	1275.55	1275.66	1274.56	1274.97	8282	8282	4
2017.11.03	11:00:00	1274.98	1276.08	1274.96	1275.81	7323	7323	4
2017.11.03	12:00:00	1275.81	1275.81	1274.79	1275.30	5424	5424	4
2017.11.03	13:00:00	1275.30	1275.86	1274.41	1275.37	5770	5770	4
2017.11.03	14:00:00	1275.36	1275.65	1273.53	1274.42	6993	6993	4
2017.11.03	15:00:00	1274.43	1280.65	1273.84	1276.66	27604	27604	4
2017.11.03	16:00:00	1276.66	1278.61	1275.84	1277.12	22339	22339	4
2017.11.03	17:00:00	1277.12	1277.12	1265.75	1266.49	29922	29922	4
2017.11.03	18:00:00	1266.53	1269.00	1265.49	1268.67	15804	15804	4
2017.11.03	19:00:00	1268.68	1268.76	1267.34	1268.51	10733	10733	4
2017.11.03	20:00:00	1268.52	1269.30	1267.75	1268.31	9408	9408	4
2017.11.03	21:00:00	1268.31	1269.06	1267.94	1268.90	7403	7403	4
2017.11.03	22:00:00	1268.91	1270.32	1268.90	1270.11	6226	6226	4
2017.11.03	23:00:00	1270.11	1270.66	1269.46	1269.81	4187	4187	6
2017.11.06	01:00:00	1269.26	1270.85	1268.92	1270.55	4805	4805	6
2017.11.06	02:00:00	1270.55	1270.65	1268.00	1268.33	8453	8453	6
2017.11.06	03:00:00	1268.34	1268.61	1266.06	1268.48	14736	14736	6
2017.11.06	04:00:00	1268.48	1270.50	1268.38	1269.60	11751	11751	6
2017.11.06	05:00:00	1269.61	1270.06	1268.90	1269.54	6117	6117	6
2017.11.06	06:00:00	1269.53	1270.70	1269.13	1269.72	6388	6388	6
2017.11.06	07:00:00	1269.73	1270.20	1269.17	1270.12	4934	4934	6
2017.11.06	08:00:00	1270.13	1270.46	1267.91	1268.86	8291	8291	4
2017.11.06	09:00:00	1268.85	1269.98	1267.64	1269.08	11121	11121	4
2017.11.06	10:00:00	1269.08	1271.23	1269.08	1270.94	10716	10716	4
2017.11.06	11:00:00	1270.97	1271.98	1269.94	1270.55	10096	10096	4
2017.11.06	12:00:00	1270.54	1272.24	1270.54	1272.05	8123	8123	4
2017.11.06	13:00:00	1272.04	1272.46	1271.20	1272.28	7369	7369	4
2017.11.06	14:00:00	1272.32	1273.18	1270.49	1271.36	9366	9366	4
2017.11.06	15:00:00	1271.37	1272.17	1270.64	1271.77	11719	11719	4
2017.11.06	16:00:00	1271.76	1272.57	1270.71	1271.95	13213	13213	4
2017.11.06	17:00:00	1271.96	1274.30	1271.25	1273.03	14064	14064	4
2017.11.06	18:00:00	1273.03	1279.99	1272.83	1279.08	19313	19313	4
2017.11.06	19:00:00	1279.08	1282.93	1279.08	1280.88	16206	16206	4
2017.11.06	20:00:00	1280.88	1281.85	1280.11	1281.64	8510	8510	4
2017.11.06	21:00:00	1281.63	1282.09	1280.58	1280.73	6936	6936	4
2017.11.06	22:00:00	1280.71	1281.62	1280.59	1280.95	5477	5477	6
2017.11.06	23:00:00	1280.96	1281.98	1280.91	1281.75	3481	3481	6
2017.11.07	01:00:00	1281.61	1281.81	1279.94	1280.06	3943	3943	6
2017.11.07	02:00:00	1280.07	1280.76	1279.76	1280.45	5857	5857	6
2017.11.07	03:00:00	1280.45	1280.69	1278.49	1278.91	9034	9034	6
2017.11.07	04:00:00	1278.92	1279.90	1278.70	1279.88	5370	5370	6
2017.11.07	05:00:00	1279.88	1280.13	1279.37	1279.66	5398	5398	6
2017.11.07	06:00:00	1279.66	1279.94	1278.05	1278.81	6515	6515	6
2017.11.07	07:00:00	1278.82	1279.53	1278.63	1278.88	5073	5073	6
2017.11.07	08:00:00	1278.88	1279.28	1278.33	1278.83	5873	5873	4
2017.11.07	09:00:00	1278.83	1279.51	1278.17	1278.90	9634	9634	4
2017.11.07	10:00:00	1278.91	1279.52	1275.22	1276.62	13352	13352	4
2017.11.07	11:00:00	1276.62	1277.13	1275.43	1276.16	8750	8750	4
2017.11.07	12:00:00	1276.16	1277.52	1275.67	1277.08	9288	9288	4
2017.11.07	13:00:00	1277.10	1277.39	1276.06	1276.18	9792	9792	4
2017.11.07	14:00:00	1276.18	1277.38	1275.77	1277.15	9148	9148	4
2017.11.07	15:00:00	1277.13	1278.84	1276.45	1278.10	14608	14608	4
2017.11.07	16:00:00	1278.10	1280.10	1275.09	1276.50	18950	18950	4
2017.11.07	17:00:00	1276.51	1277.33	1271.91	1275.80	25093	25093	4
2017.11.07	18:00:00	1275.81	1275.91	1273.39	1275.48	17008	17008	4
2017.11.07	19:00:00	1275.48	1276.18	1274.61	1274.98	11798	11798	4
2017.11.07	20:00:00	1274.98	1276.44	1274.28	1274.96	8139	8139	4
2017.11.07	21:00:00	1274.95	1276.61	1274.47	1276.42	6392	6392	4
2017.11.07	22:00:00	1276.44	1277.47	1275.66	1276.26	7279	7279	6
2017.11.07	23:00:00	1276.25	1276.67	1275.15	1275.19	3130	3130	6
2017.11.08	01:00:00	1275.03	1278.29	1275.03	1277.65	6265	6265	6
2017.11.08	02:00:00	1277.65	1277.95	1276.81	1276.87	6318	6318	6
2017.11.08	03:00:00	1276.86	1277.24	1276.26	1276.92	7449	7449	6
2017.11.08	04:00:00	1276.93	1277.44	1276.73	1277.08	5868	5868	6
2017.11.08	05:00:00	1277.07	1278.00	1276.90	1277.64	5568	5568	6
2017.11.08	06:00:00	1277.65	1279.21	1277.32	1278.68	4279	4279	6
2017.11.08	07:00:00	1278.67	1279.18	1277.86	1277.95	5747	5747	6
2017.11.08	08:00:00	1277.94	1278.12	1275.96	1277.33	8363	8363	4
2017.11.08	09:00:00	1277.31	1279.03	1277.01	1277.69	9567	9567	4
2017.11.08	10:00:00	1277.68	1279.73	1277.58	1278.89	12438	12438	4
2017.11.08	11:00:00	1278.90	1279.58	1278.40	1279.26	7346	7346	4
2017.11.08	12:00:00	1279.27	1282.40	1279.24	1281.33	10552	10552	4
2017.11.08	13:00:00	1281.32	1281.58	1279.51	1279.59	9290	9290	4
2017.11.08	14:00:00	1279.58	1281.75	1278.60	1280.83	13007	13007	4
2017.11.08	15:00:00	1280.84	1281.98	1279.63	1280.60	14456	14456	4
2017.11.08	16:00:00	1280.61	1285.87	1280.48	1285.02	18499	18499	4
2017.11.08	17:00:00	1285.06	1285.67	1282.96	1283.71	16215	16215	4
2017.11.08	18:00:00	1283.71	1287.24	1283.71	1285.70	16878	16878	4
2017.11.08	19:00:00	1285.70	1286.93	1284.35	1284.59	10720	10720	4
2017.11.08	20:00:00	1284.59	1284.88	1282.64	1283.22	9724	9724	4
2017.11.08	21:00:00	1283.22	1283.24	1281.86	1282.18	6412	6412	4
2017.11.08	22:00:00	1282.17	1282.74	1280.41	1280.85	7251	7251	6
2017.11.08	23:00:00	1280.84	1281.43	1280.70	1281.37	3326	3326	6
2017.11.09	01:00:00	1281.35	1282.41	1281.35	1281.90	3520	3520	6
2017.11.09	02:00:00	1281.88	1282.25	1280.60	1280.84	6526	6526	6
2017.11.09	03:00:00	1280.85	1281.67	1279.99	1281.48	8299	8299	6
2017.11.09	04:00:00	1281.48	1281.77	1280.78	1280.88	7536	7536	6
2017.11.09	05:00:00	1280.88	1281.68	1280.80	1281.31	7016	7016	6
2017.11.09	06:00:00	1281.30	1284.25	1281.19	1283.24	8380	8380	6
2017.11.09	07:00:00	1283.24	1285.02	1283.24	1283.65	17766	17766	6
2017.11.09	08:00:00	1283.65	1284.28	1283.14	1283.38	7764	7764	4
2017.11.09	09:00:00	1283.42	1285.21	1282.86	1284.38	11848	11848	4
2017.11.09	10:00:00	1284.37	1284.74	1282.93	1283.58	13990	13990	4
2017.11.09	11:00:00	1283.58	1284.52	1283.37	1283.81	9698	9698	4
2017.11.09	12:00:00	1283.80	1284.51	1283.48	1284.47	7368	7368	4
2017.11.09	13:00:00	1284.46	1288.17	1284.38	1287.05	16740	16740	4
2017.11.09	14:00:00	1287.06	1288.15	1285.54	1286.89	13229	13229	4
2017.11.09	15:00:00	1286.92	1287.97	1283.97	1285.61	19561	19561	4
2017.11.09	16:00:00	1285.61	1286.11	1282.38	1284.52	24881	24881	4
2017.11.09	17:00:00	1284.52	1284.96	1281.84	1282.37	24149	24149	4
2017.11.09	18:00:00	1282.35	1286.42	1282.35	1285.53	23930	23930	4
2017.11.09	19:00:00	1285.53	1287.89	1284.93	1286.90	25563	25563	4
2017.11.09	20:00:00	1286.91	1287.56	1285.76	1286.61	14599	14599	4
2017.11.09	21:00:00	1286.60	1287.94	1285.99	1287.85	9216	9216	4
2017.11.09	22:00:00	1287.85	1288.56	1285.74	1286.14	9364	9364	6
2017.11.09	23:00:00	1286.14	1286.29	1284.68	1284.99	3472	3472	6
2017.11.10	01:00:00	1284.72	1286.39	1284.72	1286.09	3493	3493	6
2017.11.10	02:00:00	1286.09	1286.99	1285.75	1286.88	8659	8659	6
2017.11.10	03:00:00	1286.87	1287.09	1285.47	1285.72	9062	9062	6
2017.11.10	04:00:00	1285.73	1286.43	1285.21	1285.42	7427	7427	6
2017.11.10	05:00:00	1285.41	1286.06	1285.19	1285.82	4656	4656	6
2017.11.10	06:00:00	1285.83	1285.98	1284.41	1284.73	4976	4976	6
2017.11.10	07:00:00	1284.73	1285.13	1284.25	1284.83	6321	6321	6
2017.11.10	08:00:00	1284.85	1286.11	1284.71	1285.80	7654	7654	4
2017.11.10	09:00:00	1285.80	1285.80	1283.35	1283.81	14711	14711	4
2017.11.10	10:00:00	1283.82	1284.33	1282.62	1283.65	15031	15031	4
2017.11.10	11:00:00	1283.66	1285.27	1283.22	1284.88	13512	13512	4
2017.11.10	12:00:00	1284.88	1285.10	1283.89	1284.68	9256	9256	4
2017.11.10	13:00:00	1284.68	1284.68	1283.37	1283.89	8038	8038	4
2017.11.10	14:00:00	1283.90	1285.58	1283.66	1285.03	10161	10161	4
2017.11.10	15:00:00	1285.03	1285.73	1283.63	1284.65	13527	13527	4
2017.11.10	16:00:00	1284.65	1285.96	1283.56	1284.23	17505	17505	4
2017.11.10	17:00:00	1284.28	1285.63	1283.58	1283.71	20342	20342	4
2017.11.10	18:00:00	1283.73	1284.32	1274.12	1275.80	22818	22818	4
2017.11.10	19:00:00	1275.79	1276.54	1275.32	1276.08	11826	11826	4
2017.11.10	20:00:00	1276.08	1276.11	1273.47	1275.42	11256	11256	4
2017.11.10	21:00:00	1275.42	1275.82	1274.79	1275.24	6594	6594	4
2017.11.10	22:00:00	1275.25	1276.25	1274.99	1275.72	6701	6701	6
2017.11.10	23:00:00	1275.73	1276.35	1275.44	1275.71	2783	2783	6
2017.11.13	01:00:00	1274.94	1275.67	1274.32	1275.26	4177	4177	6
2017.11.13	02:00:00	1275.25	1276.12	1274.86	1275.52	7056	7056	6
2017.11.13	03:00:00	1275.51	1276.44	1275.32	1276.29	6972	6972	6
2017.11.13	04:00:00	1276.31	1276.60	1275.91	1276.21	4829	4829	6
2017.11.13	05:00:00	1276.22	1276.34	1275.54	1275.82	3567	3567	6
2017.11.13	06:00:00	1275.82	1275.94	1275.45	1275.72	3112	3112	6
2017.11.13	07:00:00	1275.72	1277.32	1275.69	1277.09	5755	5755	6
2017.11.13	08:00:00	1277.08	1277.72	1276.68	1276.74	8087	8087	4
2017.11.13	09:00:00	1276.75	1277.33	1276.38	1276.58	9197	9197	4
2017.11.13	10:00:00	1276.58	1277.52	1276.05	1277.09	11372	11372	4
2017.11.13	11:00:00	1277.10	1278.70	1276.88	1277.63	11149	11149	4
2017.11.13	12:00:00	1277.62	1278.88	1277.42	1278.80	8104	8104	4
2017.11.13	13:00:00	1278.81	1279.49	1278.09	1278.82	8484	8484	4
2017.11.13	14:00:00	1278.83	1279.36	1277.99	1278.00	8665	8665	4
2017.11.13	15:00:00	1277.99	1278.18	1276.20	1277.43	15053	15053	4
2017.11.13	16:00:00	1277.44	1278.88	1277.12	1277.36	17869	17869	4
2017.11.13	17:00:00	1277.36	1279.19	1277.02	1278.79	19666	19666	4
2017.11.13	18:00:00	1278.78	1279.78	1277.87	1278.07	13726	13726	4
2017.11.13	19:00:00	1278.06	1279.41	1277.93	1279.01	7022	7022	4
2017.11.13	20:00:00	1279.00	1279.78	1278.44	1278.91	6572	6572	4
2017.11.13	21:00:00	1278.90	1279.50	1278.49	1278.97	5284	5284	4
2017.11.13	22:00:00	1278.93	1278.93	1277.42	1277.60	5899	5899	6
2017.11.13	23:00:00	1277.67	1278.31	1277.60	1278.23	2703	2703	6
2017.11.14	01:00:00	1277.96	1278.34	1277.58	1277.87	2744	2744	6
2017.11.14	02:00:00	1277.86	1278.12	1277.12	1277.55	6283	6283	6
2017.11.14	03:00:00	1277.59	1277.88	1276.68	1276.91	7502	7502	6
2017.11.14	04:00:00	1276.92	1277.54	1276.46	1276.73	6460	6460	6
2017.11.14	05:00:00	1276.72	1276.74	1275.48	1276.35	5517	5517	6
2017.11.14	06:00:00	1276.35	1276.89	1276.18	1276.43	3296	3296	6
2017.11.14	07:00:00	1276.44	1277.00	1276.21	1276.82	4293	4293	6
2017.11.14	08:00:00	1276.81	1276.91	1276.28	1276.36	4510	4510	4
2017.11.14	09:00:00	1276.37	1277.30	1276.09	1276.25	10288	10288	4
2017.11.14	10:00:00	1276.25	1276.29	1270.04	1272.61	15153	15153	4
2017.11.14	11:00:00	1272.61	1274.09	1272.32	1273.26	7289	7289	4
2017.11.14	12:00:00	1273.26	1274.23	1272.13	1272.13	9100	9100	4
2017.11.14	13:00:00	1272.13	1274.16	1272.13	1273.12	7041	7041	4
2017.11.14	14:00:00	1273.12	1275.30	1273.00	1274.67	9691	9691	4
2017.11.14	15:00:00	1274.66	1276.44	1271.47	1271.49	18941	18941	4
2017.11.14	16:00:00	1271.51	1273.81	1271.00	1273.13	19865	19865	4
2017.11.14	17:00:00	1273.15	1282.46	1273.15	1278.58	30835	30835	4
2017.11.14	18:00:00	1278.58	1280.80	1278.18	1278.28	16332	16332	4
2017.11.14	19:00:00	1278.28	1281.16	1278.18	1281.05	10494	10494	4
2017.11.14	20:00:00	1281.05	1283.63	1281.04	1282.66	14207	14207	4
2017.11.14	21:00:00	1282.66	1282.93	1281.06	1281.35	6626	6626	4
2017.11.14	22:00:00	1281.35	1281.80	1280.10	1280.27	6514	6514	6
2017.11.14	23:00:00	1280.27	1280.91	1279.79	1280.13	2872	2872	6
2017.11.15	01:00:00	1279.96	1281.08	1278.81	1280.93	3063	3063	6
2017.11.15	02:00:00	1280.93	1281.56	1280.28	1280.88	7821	7821	6
2017.11.15	03:00:00	1280.88	1283.35	1280.78	1282.05	11155	11155	6
2017.11.15	04:00:00	1282.04	1282.85	1281.62	1281.65	7717	7717	6
2017.11.15	05:00:00	1281.65	1282.01	1280.99	1281.68	6568	6568	6
2017.11.15	06:00:00	1281.68	1281.75	1280.90	1281.15	5581	5581	6
2017.11.15	07:00:00	1281.12	1281.74	1280.47	1280.88	6242	6242	6
2017.11.15	08:00:00	1280.86	1281.25	1280.47	1280.87	5896	5896	4
2017.11.15	09:00:00	1280.86	1283.73	1280.66	1282.82	16125	16125	4
2017.11.15	10:00:00	1282.73	1284.76	1282.52	1283.93	18845	18845	4
2017.11.15	11:00:00	1283.93	1286.26	1283.48	1285.01	14710	14710	4
2017.11.15	12:00:00	1285.01	1286.21	1284.36	1285.94	12023	12023	4
2017.11.15	13:00:00	1285.94	1285.97	1284.74	1285.52	8515	8515	4
2017.11.15	14:00:00	1285.52	1286.01	1284.84	1285.07	9721	9721	4
2017.11.15	15:00:00	1285.07	1289.65	1284.46	1287.71	25135	25135	4
2017.11.15	16:00:00	1287.71	1288.50	1282.57	1283.56	30812	30812	4
2017.11.15	17:00:00	1283.56	1283.72	1277.77	1278.47	27637	27637	4
2017.11.15	18:00:00	1278.47	1278.97	1276.75	1277.51	17077	17077	4
2017.11.15	19:00:00	1277.52	1278.70	1277.00	1277.82	11220	11220	4
2017.11.15	20:00:00	1277.82	1278.48	1277.20	1278.24	9555	9555	4
2017.11.15	21:00:00	1278.24	1278.50	1276.95	1277.94	9433	9433	4
2017.11.15	22:00:00	1277.93	1279.66	1277.68	1278.63	11878	11878	6
2017.11.15	23:00:00	1278.63	1279.09	1278.15	1278.16	3108	3108	6
2017.11.16	01:00:00	1277.88	1279.61	1277.77	1279.48	4116	4116	6
2017.11.16	02:00:00	1279.48	1279.58	1277.57	1278.46	8419	8419	6
2017.11.16	03:00:00	1278.46	1279.44	1277.97	1278.92	6410	6410	6
2017.11.16	04:00:00	1278.92	1278.92	1277.74	1278.50	6036	6036	6
2017.11.16	05:00:00	1278.50	1278.69	1278.07	1278.47	4181	4181	6
2017.11.16	06:00:00	1278.47	1278.55	1276.09	1276.55	5953	5953	6
2017.11.16	07:00:00	1276.55	1277.02	1275.74	1276.39	6858	6858	6
2017.11.16	08:00:00	1276.42	1278.42	1276.22	1277.63	7604	7604	4
2017.11.16	09:00:00	1277.63	1277.63	1275.16	1276.05	13049	13049	4
2017.11.16	10:00:00	1276.05	1278.08	1276.05	1277.08	15886	15886	4
2017.11.16	11:00:00	1277.07	1279.31	1276.61	1277.85	12017	12017	4
2017.11.16	12:00:00	1277.85	1278.46	1277.31	1278.14	9255	9255	4
2017.11.16	13:00:00	1278.13	1278.76	1277.90	1278.25	8265	8265	4
2017.11.16	14:00:00	1278.24	1278.37	1276.83	1277.18	9065	9065	4
2017.11.16	15:00:00	1277.19	1281.27	1276.96	1279.55	16593	16593	4
2017.11.16	16:00:00	1279.54	1281.81	1276.43	1280.48	22031	22031	4
2017.11.16	17:00:00	1280.48	1281.21	1278.63	1280.05	19258	19258	4
2017.11.16	18:00:00	1280.06	1281.19	1279.28	1279.86	12642	12642	4
2017.11.16	19:00:00	1279.87	1281.18	1279.79	1280.37	8779	8779	4
2017.11.16	20:00:00	1280.36	1280.90	1277.73	1278.68	9614	9614	4
2017.11.16	21:00:00	1278.67	1278.81	1277.31	1278.49	7624	7624	4
2017.11.16	22:00:00	1278.44	1279.04	1278.15	1278.53	5799	5799	6
2017.11.16	23:00:00	1278.54	1278.72	1278.26	1278.56	2672	2672	7
2017.11.17	01:00:00	1278.36	1279.35	1278.27	1279.29	3389	3389	8
2017.11.17	02:00:00	1279.25	1280.71	1278.95	1279.96	7465	7465	6
2017.11.17	03:00:00	1279.98	1283.64	1279.53	1283.22	13309	13309	6
2017.11.17	04:00:00	1283.22	1284.07	1282.58	1283.27	12612	12612	6
2017.11.17	05:00:00	1283.28	1283.53	1282.21	1283.15	8247	8247	6
2017.11.17	06:00:00	1283.15	1283.65	1282.37	1282.68	6375	6375	6
2017.11.17	07:00:00	1282.67	1283.22	1281.38	1281.91	6257	6257	6
2017.11.17	08:00:00	1281.92	1283.17	1281.82	1282.56	6003	6003	4
2017.11.17	09:00:00	1282.55	1282.93	1281.09	1282.03	10717	10717	4
2017.11.17	10:00:00	1282.04	1283.14	1281.33	1282.00	15246	15246	4
2017.11.17	11:00:00	1282.02	1283.70	1281.68	1283.27	10598	10598	4
2017.11.17	12:00:00	1283.28	1284.26	1283.13	1283.94	8360	8360	4
2017.11.17	13:00:00	1283.96	1284.30	1282.66	1283.08	8219	8219	4
2017.11.17	14:00:00	1283.07	1283.37	1281.56	1282.11	9512	9512	4
2017.11.17	15:00:00	1282.12	1284.74	1281.64	1284.01	15366	15366	4
2017.11.17	16:00:00	1284.00	1287.15	1283.89	1285.42	21283	21283	4
2017.11.17	17:00:00	1285.42	1287.53	1284.23	1287.13	17749	17749	4
2017.11.17	18:00:00	1287.12	1290.20	1287.12	1290.00	16209	16209	4
2017.11.17	19:00:00	1290.00	1293.74	1289.56	1293.47	14458	14458	4
2017.11.17	20:00:00	1293.44	1296.94	1293.36	1293.90	19109	19109	4
2017.11.17	21:00:00	1293.99	1294.27	1293.10	1293.88	7934	7934	4
2017.11.17	22:00:00	1293.88	1295.38	1293.63	1293.75	8769	8769	6
2017.11.17	23:00:00	1293.76	1294.46	1293.57	1294.15	3494	3494	6
2017.11.20	01:00:00	1293.35	1294.78	1291.78	1293.58	9497	0	6
2017.11.20	02:00:00	1293.57	1294.18	1292.25	1293.68	12031	0	6
2017.11.20	03:00:00	1293.70	1293.70	1291.35	1292.23	11363	0	6
2017.11.20	04:00:00	1292.24	1292.52	1291.17	1291.75	9469	0	6
2017.11.20	05:00:00	1291.75	1292.02	1291.15	1291.63	4868	0	6
2017.11.20	06:00:00	1291.64	1292.39	1291.60	1292.09	4603	0	6
2017.11.20	07:00:00	1292.10	1292.23	1290.98	1291.45	4481	0	6
2017.11.20	08:00:00	1291.42	1292.06	1290.57	1290.98	6160	0	4
2017.11.20	09:00:00	1290.94	1292.15	1290.07	1291.02	11888	0	4
2017.11.20	10:00:00	1291.02	1292.56	1290.22	1291.43	18815	0	4
2017.11.20	11:00:00	1291.43	1292.29	1291.03	1291.65	9330	0	4
2017.11.20	12:00:00	1291.65	1292.21	1291.15	1291.52	7870	0	4
2017.11.20	13:00:00	1291.51	1292.08	1290.44	1290.75	7544	0	4
2017.11.20	14:00:00	1290.78	1292.84	1290.36	1292.80	10074	0	4
2017.11.20	15:00:00	1292.81	1293.60	1288.67	1289.51	16037	0	4
2017.11.20	16:00:00	1289.50	1289.94	1285.85	1286.46	22275	0	4
2017.11.20	17:00:00	1286.39	1287.11	1284.39	1285.37	18573	0	4
2017.11.20	18:00:00	1285.38	1286.12	1277.99	1279.51	17707	0	4
2017.11.20	19:00:00	1279.52	1279.61	1276.38	1276.56	11384	0	4
2017.11.20	20:00:00	1276.57	1277.25	1274.54	1276.31	11459	0	4
2017.11.20	21:00:00	1276.30	1276.84	1274.70	1276.40	9285	0	4
2017.11.20	22:00:00	1276.37	1277.83	1276.37	1277.25	7673	0	6
2017.11.20	23:00:00	1277.28	1277.92	1276.36	1276.80	4418	0	6
2017.11.21	01:00:00	1276.83	1279.37	1276.59	1279.34	4695	0	6
2017.11.21	02:00:00	1279.35	1279.61	1278.60	1278.96	5391	0	6
2017.11.21	03:00:00	1278.96	1279.93	1278.82	1279.57	8279	0	6
2017.11.21	04:00:00	1279.56	1280.16	1278.88	1279.95	6210	0	6
2017.11.21	05:00:00	1279.96	1280.46	1279.79	1280.17	4381	0	6
2017.11.21	06:00:00	1280.18	1280.28	1279.54	1280.09	2968	0	6
2017.11.21	07:00:00	1280.10	1280.19	1279.41	1279.82	4416	0	6
2017.11.21	08:00:00	1279.83	1280.89	1279.80	1280.43	5737	0	4
2017.11.21	09:00:00	1280.39	1281.19	1279.48	1280.04	9753	0	4
2017.11.21	10:00:00	1280.00	1281.41	1279.94	1280.19	13543	0	4
2017.11.21	11:00:00	1280.19	1280.90	1279.88	1280.47	10089	0	4
2017.11.21	12:00:00	1280.47	1280.87	1279.95	1280.25	9553	0	4
2017.11.21	13:00:00	1280.25	1280.25	1277.80	1277.89	11836	0	4
2017.11.21	14:00:00	1277.89	1279.18	1277.00	1277.94	12408	0	4
2017.11.21	15:00:00	1277.94	1278.90	1276.28	1276.74	16082	0	4
2017.11.21	16:00:00	1276.69	1283.69	1276.64	1282.73	24253	0	4
2017.11.21	17:00:00	1282.72	1284.77	1281.39	1281.58	21506	0	4
2017.11.21	18:00:00	1281.58	1283.51	1281.05	1282.73	15621	0	4
2017.11.21	19:00:00	1282.72	1283.72	1281.62	1282.30	10903	0	4
2017.11.21	20:00:00	1282.30	1282.63	1279.92	1281.56	10522	0	4
2017.11.21	21:00:00	1281.54	1281.74	1279.87	1280.77	7713	0	4
2017.11.21	22:00:00	1280.77	1281.38	1279.38	1279.71	6650	0	6
2017.11.21	23:00:00	1279.71	1280.80	1279.71	1280.36	3296	0	6
2017.11.22	01:00:00	1280.49	1282.04	1280.48	1281.97	3729	0	6
2017.11.22	02:00:00	1281.97	1282.42	1281.33	1281.80	6238	0	6
2017.11.22	03:00:00	1281.80	1282.40	1280.71	1281.33	7198	0	6
2017.11.22	04:00:00	1281.33	1281.43	1279.38	1279.39	5717	0	6
2017.11.22	05:00:00	1279.40	1280.06	1279.06	1279.86	4869	0	6
2017.11.22	06:00:00	1279.86	1280.84	1279.77	1280.40	3903	0	6
2017.11.22	07:00:00	1280.40	1281.97	1280.20	1281.65	5345	0	6
2017.11.22	08:00:00	1281.64	1283.47	1281.42	1282.69	7304	0	4
2017.11.22	09:00:00	1282.69	1284.52	1281.89	1283.42	11875	0	4
2017.11.22	10:00:00	1283.41	1286.26	1282.99	1285.01	14100	0	4
2017.11.22	11:00:00	1285.02	1285.37	1282.23	1283.19	11773	0	4
2017.11.22	12:00:00	1283.24	1284.39	1282.65	1283.99	8581	0	4
2017.11.22	13:00:00	1283.98	1284.73	1283.51	1283.73	7055	0	4
2017.11.22	14:00:00	1283.69	1284.89	1283.18	1284.56	10219	0	4
2017.11.22	15:00:00	1284.56	1286.88	1284.12	1285.41	17724	0	4
2017.11.22	16:00:00	1285.41	1288.57	1285.41	1288.01	19474	0	4
2017.11.22	17:00:00	1288.01	1290.15	1286.64	1288.62	21385	0	4
2017.11.22	18:00:00	1288.62	1291.88	1288.62	1290.84	14585	0	4
2017.11.22	19:00:00	1290.84	1291.66	1290.25	1291.02	8591	0	4
